Date,1D,1W,1M,2M,3M,1Y,2Y,3Y,4Y,5Y,6M,7Y,10Y,12Y,15Y
1,-0.0158113,-0.003513623,-0.002350211,-1.65E-04,3.48E-06,-0.00039039,-2.97E-04,0.016020083,-1.27E-04,-4.81E-05,-0.000445129,-0.008178931,1.47E-04,1.35E-04,1.75E-04
1,0,0,-0.002209445,-0.000336457,0.000944889,-4.46E-05,-0.023948068,-0.03175336,-0.016075518,-0.031792167,-0.0004713,0.000781731,0.000602749,0.000642556,0.000707449
1,0,-0.022853461,-0.057034043,-0.037691823,-0.030122548,-0.007561736,-0.003820983,0.028174433,0.020920516,0.029004679,-0.014375284,-0.003043227,-0.002473069,-0.002716276,-0.002611956
1,-3.48E-06,-1.26E-06,-3.08E-04,-0.00152924,0.000332659,-1.95E-04,-9.90E-05,-0.047771659,-0.02388283,-0.048095928,-0.000383919,-0.047880283,0.001994123,0.002232467,0.002044517
3,-0.015807837,0.0193411,0.060095042,0.038719117,0.029559144,0.008036046,-0.011602767,-0.03614305,-0.028371829,-0.053072003,0.015367531,-0.070162587,0.004562227,0.005295772,0.004741965
1,-0.126490499,-0.028109002,-0.009568369,-0.004352028,-0.0023514,0.007246976,-0.007896309,-0.007826789,-0.080076975,-0.063740601,-0.001504624,0.001353382,0.001098072,0.001252271,0.001190243
1,0.158113102,0.035136247,0.00744736,0.005019464,0.003962539,-0.007448853,0.015562441,0.015552287,0.015951575,0.032206081,0.001048004,-0.050048809,0.000738313,0.000770979,0.000819653
1,-0.0158113,-0.017329936,-0.057665683,-0.037857315,-0.030141471,-1.61E-04,-0.019657018,-0.010933202,-0.0026141,-0.027124076,-0.014589604,-0.001870683,-0.001582081,-0.001674777,-0.001673768
1,0.01580766,0.001127422,0.00180659,-2.44E-04,0.000658652,-1.51E-05,-8.06E-06,-0.023899805,-0.040116354,-0.031505216,-2.96E-05,0.00079143,0.000665112,0.000688004,0.00064747
3,3.64E-06,0.016202515,0.059787109,0.038438339,0.029564159,0.000533464,0.004487702,0.019582683,0.010994822,0.010209012,0.015381866,-0.046720499,0.002840374,0.003303575,0.00294052
1,-0.0158113,-0.003513623,-0.002350211,-1.65E-04,3.48E-06,-0.00039039,-9.58E-06,-0.032131005,-0.015713301,-0.055786553,-0.000445106,-0.072054473,0.002570132,0.002935394,0.002707991
1,0,0,-0.001882826,0,0.000945891,-4.46E-05,0.015147718,0.039624047,0.023894774,0.047864431,-0.000471398,-0.001001598,-0.000808433,-0.001063661,-0.000802551
1,-0.047433915,-0.060567667,-0.120330635,-0.081795806,-0.061112777,-0.015987951,-0.024253563,-0.05417511,-0.005495397,-0.053299845,-0.03097402,-0.003607254,-0.002884576,-0.003711227,-0.003355487
1,0.063237935,0.029186738,0.019413548,0.005663099,0.002893677,0.000422917,-0.007890518,0.000440006,-0.095818414,-0.03938576,0.000829073,-0.039716301,-0.089898874,0.005583226,0.005050803
3,5.47E-06,0.023554367,0.075574863,0.056848993,0.042500231,0.0119733,-0.025027432,-0.050760821,-0.019729352,-0.052042954,0.02282939,-0.052685993,-0.053503414,0.008172167,0.007368104
1,1.82E-06,0.011340184,0.028155127,0.020152702,0.014769506,0.00402772,0.002171236,0.001590306,0.001362793,0.001235783,0.007757763,0.001058674,0.000889707,0.001097908,0.000984661
1,0,0,-0.00218126,-0.000367042,-0.000421367,-0.000359175,0.01572404,0.031567225,-0.039962863,0.008106578,-2.88E-04,0.007915292,0.008527534,-0.000631754,-0.000483465
70,0.0158113,0.00876103,-0.00130844,-1.71E-04,-0.000333791,-0.003831188,0.007745468,0.007823409,0.071674886,-0.000524818,2.76E-04,0.007615533,-0.009336735,-0.000422964,-0.000368665
1,-0.063245209,-0.034330841,-0.034393839,-0.020272824,-0.016521127,-8.22E-05,0.005828375,-0.001890874,0.014794178,-0.005719716,-0.008230353,-0.001124876,-0.001021349,-0.001050796,-0.001070618
3,0.047433909,0.02556981,0.035065099,0.019434422,0.016596512,0.004272949,-0.044768128,-0.01330103,-0.086291733,-0.049801032,0.008242998,-0.06232829,-0.046172056,0.005960425,0.005435734
1,0,0,0.004484363,0.000336457,0.000339885,0.007867193,-0.000318773,-0.031967696,-0.007800694,-0.040317617,-2.91E-07,0.000651164,-0.040857706,0.002235642,0.001996574
1,-0.0158113,-0.003513623,-0.002489411,-1.65E-04,-0.000781819,1.47E-04,-2.85E-04,-0.020239162,-0.031755187,-0.015630399,-0.000440667,-0.073167221,-0.048302156,0.004303977,0.00398681
1,0.0158113,-0.01688255,-0.059181694,-0.037074594,-0.030136576,-0.00804904,-0.003639968,0.040793534,0.013045455,0.013250253,-0.014650728,0.014035118,-0.00241371,-0.003005214,-0.002827582
1,-3.64E-06,-1.32E-06,0.000613153,-0.000535374,0.000665457,-1.77E-04,0.015361181,-0.008364088,-0.00790091,-0.007858152,-0.000349365,9.96E-05,3.86E-05,3.32E-05,8.63E-05
3,0.01581494,0.024181656,0.059517592,0.038950315,0.029538795,0.01633706,0.004364117,0.011334134,0.002530195,0.002380382,0.015596312,-0.030577739,-0.014011306,0.00360525,0.00324604
1,0,0,0.003452142,-0.000336454,-0.000339885,0.003775216,0.031655199,0.015710025,0.039606396,0.03958591,2.94E-07,0.015271341,-0.009297843,-0.001004858,-0.000934826
1,-0.0158113,-0.003513623,-0.002789692,-0.000838402,-7.84E-05,0.00414845,0.023294359,0.056057174,0.055590204,0.087743845,-0.000442912,0.080021933,0.063352014,-0.0064948,-0.005784951
1,0.0158113,-0.014917147,-0.057705875,-0.035969397,-0.028794315,-0.015810342,-0.011881531,-0.03530652,-0.00246447,-0.066525417,-0.014531083,0.006872606,0.073694259,-0.004004165,-0.003726864
1,-0.047437198,-0.017249889,-0.005887639,-0.004375406,-0.002309354,-0.00063058,0.015450999,0.05491015,0.047128822,0.08789528,-0.001244549,0.087888358,0.063151915,-0.006706245,-0.006006996
3,0.047437198,0.035680659,0.062931065,0.041183205,0.031182113,0.016067555,-0.011114691,-0.019823594,-0.028949744,-0.045460322,0.016218544,-0.005303946,-0.055840856,0.005453089,0.004913541
1,-0.0316226,-0.007027245,-0.001710109,-0.009843516,-0.006141899,0.023756111,0.007420876,3.23E-05,0.031923838,0.03172439,-3.04E-04,-0.000641851,0.041305048,-0.002104199,-0.001927921
1,0,0,-0.002861453,-0.001345831,-0.000448278,-0.008125355,-0.007541008,-0.008514749,-0.039928546,-0.056136781,-2.86E-04,-0.039837299,-0.056849464,0.004208081,0.003894996
1,0.0316226,-0.011624871,-0.056794839,-0.035836227,-0.029332007,-0.016046763,-0.000478921,-0.026657166,-0.034515233,-0.025591007,-0.014379234,-0.074415537,-0.024040391,0.001465554,0.001221114
1,-3.83E-06,-1.39E-06,-4.49E-07,-0.000838155,0.000332646,-1.57E-04,-0.019629997,0.003880238,2.62E-05,-0.016563229,-3.11E-04,2.58E-04,2.20E-04,1.43E-04,1.84E-04
3,-0.047430082,0.007842104,0.055438902,0.044675612,0.032880879,-0.003434433,-0.019715562,-0.024445377,-0.02884772,-0.037124343,0.01481806,-0.078330313,-0.037388165,0.006784683,0.006125186
1,0.031622603,0.007027245,0.005802387,0.001676804,0.001012707,1.55E-04,0.008251518,-0.016063542,1.79E-04,-0.040235641,3.08E-04,-0.040296462,-0.032020332,0.002910443,0.002605884
1,0.031622596,0.007027242,6.20E-05,0.002304892,0.000672819,0.011431893,0.031699633,0.055853125,0.055600225,0.127969288,0.000456851,0.111391427,0.037296067,-0.006974783,-0.006341856
1,-0.158113061,-0.073641298,-0.072576536,-0.046423738,-0.035110086,-0.009245112,0.002550703,0.012038459,0.020790126,0.020999598,-0.017178264,0.022018924,0.021765195,-0.004236383,-0.003779548
1,-2.36E-06,-8.57E-07,3.08E-04,-0.000649715,0.001316649,-1.74E-05,-8.76E-06,0.007988536,0.072012731,0.071746644,-0.00125969,0.088077652,0.046707796,-0.005729895,-0.005177626
73,0.110681524,0.06310129,0.073051416,0.045927767,0.033124093,0.009391509,0.060594777,0.090703455,0.057925929,0.098309783,0.018301638,0.114114084,0.089043588,-0.006264327,-0.00572364
1,-0.015811303,-0.003513623,-0.002377366,-1.57E-04,3.48E-06,-7.56E-05,-0.015971517,-1.99E-04,0.027968825,-0.023891937,-0.0004435,-0.016076099,-0.015919092,0.001193624,0.001088832
1,-0.126490499,-0.028109002,-0.009577714,-0.003952828,-0.00104432,-0.008658768,0.008147482,-0.039954588,-0.02798531,0.008299249,-0.001077341,1.32E-04,1.64E-04,1.20E-04,2.95E-04
1,0.110679193,-0.002729969,-0.051753074,-0.035438052,-0.028157192,-0.007455455,-0.004451848,-0.003370833,-0.018304797,-0.01893527,-0.014774686,-0.00180339,-0.017885842,-0.001267678,-0.001174502
1,0.031619143,0.011497871,0.003305658,0.000684453,0.000367197,8.06E-05,-0.00815941,0.024217532,0.047506679,0.040202842,0.000773635,0.039819011,-0.0017735,-0.001910749,-0.00184493
3,-0.031619143,0.015827475,0.05859549,0.037539079,0.028497902,0.008090039,-0.011241815,-0.004365777,-0.020669014,-0.013422566,0.015214689,-0.013525235,0.002521967,0.003036539,0.002727306
1,0.015811306,0.003513626,-0.000897594,-1.79E-04,-3.48E-06,0.007943632,0.007820392,1.05E-04,-0.008347233,-0.01575614,-1.36E-04,-0.032401734,0.000966677,0.001137778,0.001006923
1,0.015811303,0.003243083,-0.00095275,-1.79E-04,0.000600959,-1.39E-04,-6.45E-05,-0.063509214,-0.055050024,-0.055899,-0.000319203,-0.030996443,0.001859078,0.002151939,0.002100518
1,0,-0.022582922,-0.057052707,-0.037967419,-0.02976085,-0.015699466,-0.059489754,-0.042852183,-0.050740374,-0.0582753,-0.014375268,-0.025567998,-1.29E-04,-3.19E-05,-1.45E-04
1,0.031618779,0.011497735,0.003921531,0.001367761,0.001983058,1.20E-04,0.015828085,0.023621231,0.02395389,0.016227462,2.35E-04,-0.025071293,1.89E-04,1.34E-04,1.21E-04
3,3.83E-06,0.018382971,0.058595528,0.038261109,0.028525952,0.008085659,0.004439386,-0.004370714,-0.045009656,-0.0052608,0.01520931,0.002619463,0.002145738,0.002586417,0.002320802
1,-0.063245209,-0.014054493,-0.005441679,-0.002313035,-0.001685529,4.52E-06,-1.49E-04,-0.015821172,0.007775845,-0.024374109,-0.00090166,-0.040598057,-0.107457854,0.005370699,0.004839404
1,0,0,-0.001939194,0,0.000958619,-1.75E-04,5.82E-07,-0.016511909,-0.024025066,-0.023813247,-0.00047289,-0.032110862,0.001145051,0.001357063,0.001386156
1,0,-0.027325346,-0.058750198,-0.039857212,-0.031099711,-0.008312578,-0.004490396,-0.003363876,0.005313445,-0.002486717,-0.014613916,-0.002182955,-0.059842563,-2.12E-05,-1.40E-04
1,0.031619143,0.011276521,0.003613617,0.000360531,0.000984661,8.16E-05,-0.015726981,0.008295878,-8.70E-06,0.003912803,1.60E-04,-3.04E-05,-2.89E-06,-8.41E-05,-7.43E-05
3,0.031626065,0.030103318,0.062517455,0.040799849,0.030502072,0.004625979,0.004566835,-0.020206587,0.019000719,-0.001323571,0.015828534,0.002236129,0.00177196,0.002252648,0.002016853
1,-0.047433902,-0.010540868,-0.004511603,-0.001145687,-0.000669344,-2.33E-04,9.11E-05,0.031903517,-0.016408312,0.007684104,-0.000750415,-1.75E-04,-1.14E-04,-1.43E-04,-1.49E-04
1,0.047433902,0.009999792,0.000963774,0.000809066,0.001259905,7.87E-05,0.023306856,0.039552921,0.063720983,0.063527442,-1.43E-05,0.071965123,0.105219793,-0.007411095,-0.00654977
1,-0.063245209,-0.04128146,-0.062583243,-0.043320826,-0.03174449,-0.008310118,-0.019795137,-0.035723647,-0.034392998,-0.058057372,-0.015227148,-0.066142914,-0.04917245,0.002654599,0.002204459
1,-0.079058915,-0.028748696,-0.009035304,-0.003850165,-0.003626927,-0.001020707,-0.000512634,-2.17E-04,-0.000346902,0.007658866,-0.002004758,-0.00857542,-8.38E-05,8.82E-05,1.06E-04
3,0.126492824,0.066245995,0.074262875,0.045667068,0.034104561,0.016956591,0.005068312,0.003737992,-0.012897466,-0.008860762,0.017842371,0.002550168,-0.006525458,0.002878843,0.002514801
70,0.0158113,0.003243087,-0.000817873,-1.71E-04,-3.48E-06,0.000392938,0.007633552,0.024386929,0.00814044,0.019812119,-1.41E-04,0.016447708,0.016357586,-0.001457244,-0.00137233
1,-0.0316226,-0.006756709,-0.003742979,-1.72E-05,2.72E-04,-3.95E-05,-0.007656067,-0.004670086,2.20E-05,0.007750316,-0.000774534,0.00774352,-0.008627516,-4.59E-05,1.23E-04
1,0.0316226,-0.010985417,-0.053438695,-0.033442285,-0.028110438,-0.004470948,0.010845774,-0.014493395,-0.018822446,-0.01392903,-0.013833504,-0.0096052,-0.026113109,-0.000683371,-0.000764414
1,-0.031626065,-0.011500388,-0.003306452,-0.002309734,-0.000984948,-0.007981238,-2.13E-04,-0.016275383,-0.023881293,-0.020161873,-0.000926427,-0.016462179,-0.016127445,0.001461042,0.001348452
3,0.015814766,0.026269967,0.061305999,0.037909233,0.029507134,0.008323561,-0.01059832,0.023226569,0.034469529,0.034285892,0.015675512,0.018364478,0.050936786,-0.000752069,-0.000670937
1,0,0,-0.001420716,-0.00062264,0.000339888,0.007865359,2.40E-06,0.012217662,0.008218396,-2.10E-04,-2.93E-04,-1.28E-04,-1.39E-04,-6.23E-05,-1.10E-04
1,-0.0158113,-0.003513623,-0.002486894,-0.000808433,0.000608476,-0.007491828,0.003764157,-0.008498425,-0.008277572,-0.015938623,-0.000623127,2.80E-04,2.48E-04,2.06E-04,0.000350102
1,0.0158113,-0.016784171,-0.05528303,-0.036699238,-0.029463744,-0.008363345,-0.011921139,-0.010599819,-0.002817428,-0.002418488,-0.014103898,-0.001997342,-0.001691986,-0.001988535,-0.001943599
1,-3.64E-06,-1.32E-06,0.000643492,-0.00053414,0.000695711,-1.79E-04,0.018988848,-1.57E-04,-0.015787434,-0.023873757,0.000463005,2.50E-04,-0.049810452,0.002067443,0.001894141
3,3.64E-06,0.020569655,0.059888207,0.03807178,0.029210111,0.008165807,0.004500709,-0.005210371,-0.005375635,0.002642782,0.014893638,0.002194614,0.001781333,0.00223123,0.002029056
1,-0.0158113,-0.003513623,-0.002353161,-1.65E-04,3.48E-06,-7.75E-05,-0.007779766,0.015948388,-8.76E-05,0.032119539,-2.86E-06,-0.000466676,-0.016984865,2.04E-04,1.32E-04
1,-0.142301802,-0.031352086,-0.010836926,-0.004853976,-0.00269921,-2.42E-04,0.007229011,-0.007897754,0.023892649,0.007419934,-0.002415474,-0.000325332,0.033290783,-0.001534985,-0.001249002
1,0.142301802,0.008769164,-0.048196754,-0.032808672,-0.026840224,-0.020008025,-0.02769956,-0.011235342,-0.018195727,-0.025974708,-0.013274587,-0.001409275,-0.001258887,-0.001518428,-0.001494053
1,0.01580766,0.005969586,0.00119068,-0.000896487,-3.73E-05,-3.76E-05,0.008495623,-0.007634197,-3.95E-05,-0.008061458,-8.13E-06,9.64E-05,7.62E-05,4.84E-05,6.70E-05
3,0.031626236,0.027695278,0.061317737,0.039055603,0.029195434,0.000701697,-0.003976687,0.003427172,0.002811619,-0.005367173,0.015672428,0.002261512,0.001878219,0.002286991,0.002078084
1,-0.189735698,-0.042163489,-0.01449306,-0.006359812,-0.004376814,0.003159925,-2.72E-04,-1.72E-04,-0.024055626,-0.00832154,-0.002117891,9.71E-05,8.60E-05,2.15E-04,1.49E-04
1,0.142301802,0.031352086,0.007142956,0.004150477,0.003292386,0.000923945,0.000801274,2.33E-04,2.53E-04,1.38E-04,0.00089538,1.03E-04,-0.050045941,0.001800234,0.001786775
1,0,-0.022853461,-0.057034043,-0.037613136,-0.029768072,-0.01225653,-0.020475315,-0.043094597,-0.034279861,-0.050009672,-0.014926599,-0.00104999,-0.083815945,0.001872312,0.001608331
1,-3.48E-06,-1.26E-06,-0.001232219,-0.008440967,-0.004689677,0.003873572,-1.11E-04,0.008152681,-0.008244991,-3.83E-05,-0.000321268,-0.122715777,0.002642257,0.003332424,0.003092312
3,-0.015807837,0.0193411,0.056981382,0.044879244,0.033516763,2.13E-04,-0.003801994,0.003286843,-0.005264784,-0.013573106,0.015672049,-0.013462224,0.00220985,0.002868613,0.00252802
1,-0.126490499,-0.028109002,-0.009935573,-0.00334266,-0.002696673,-0.00062289,1.04E-04,-2.03E-04,0.015971988,-0.024698037,-0.001741131,9.49E-05,7.81E-05,3.12E-05,1.24E-04
1,0.158113102,0.035136247,0.012178716,0.004683008,0.003060471,0.000731176,0.000348628,1.61E-04,-0.024000059,0.032701531,0.00142243,-1.16E-04,-0.058319344,0.001909209,0.001840357
1,0.0158113,-0.014867958,-0.054686248,-0.035534277,-0.02914142,0.000464127,-0.01202223,0.004614579,0.037017967,0.021513686,-0.015039783,0.030087658,-0.002683189,-0.003546953,-0.003316581
70,-0.031626065,-0.011500388,-0.00748046,-0.003088571,-0.001664281,-0.008608729,-0.000370334,-1.67E-04,-0.00774913,-0.015903483,-0.000879847,-0.008414834,0.042202256,-0.001099837,-0.000991077
3,0.031626065,0.029881968,0.060206336,0.03946125,0.030126289,0.008270567,-0.00343603,0.003367687,-0.004949255,0.010719871,0.016076469,0.002022169,0.001670087,0.002103759,0.001938068
1,-0.047433902,-0.010540868,0.005454556,-0.000802339,-6.45E-07,-2.34E-04,-0.007841342,-0.007638188,2.18E-05,-0.040386254,-0.000468786,-0.03166979,0.001120408,0.001457671,0.001298618
1,0.015811303,0.003513623,-0.000796293,0.000838402,0.000340027,3.04E-05,-0.007942532,-0.039732561,-0.071814178,-0.071642861,1.56E-04,-0.063689626,-0.147066574,0.008799822,0.008054011
1,-0.015811303,-0.028381679,-0.066417552,-0.038913885,-0.030798605,-0.008322125,0.011208162,0.012395224,-0.010934059,0.005831038,-0.015707394,-0.010479032,-0.001495365,-0.002037421,-0.001953491
1,0.015807837,0.005748306,0.001552953,-0.000583428,0.000332934,-0.007256365,-0.047140924,-0.062999139,-0.015255627,-0.064111407,-5.57E-05,-0.120352816,-0.104025049,0.008643273,0.007820531
3,3.48E-06,0.022903909,0.058555889,0.038824402,0.029786047,0.01562631,0.027927475,0.050561651,0.034208248,0.026239217,0.015764008,0.009011008,0.000738933,0.001099628,0.001032579
1,0.0316226,0.006756709,0.005413215,0.000636848,0.000340242,1.56E-04,0.023788724,0.039812918,0.023808349,0.063404224,3.12E-04,0.031878061,-0.001484933,-0.002084507,-0.001909371
1,0,0,-0.001497376,0,0.000339815,-4.84E-05,0.007974784,-0.016554786,-1.02E-05,-0.007976479,-2.91E-07,0.057111301,-0.001013861,-0.001452159,-0.001218312
1,-0.0316226,-0.029880706,-0.062778112,-0.038943759,-0.030798617,-0.008338645,-0.020047784,0.020962274,0.013097167,0.021799436,-0.015745774,0.013319434,-0.002135167,-0.003003152,-0.002829616
1,0.031618779,0.011497735,0.003719854,0.00071649,0.001331319,0.000431964,2.17E-04,1.06E-05,-0.008042722,-0.00773113,2.99E-04,0.008306715,-6.32E-05,-1.10E-04,-9.90E-05
3,-0.047430082,0.007571565,0.053828246,0.03604852,0.027767587,0.007721675,0.019644828,0.010783089,0.058268362,0.057683404,0.014978938,0.033368385,0.181839801,-0.006558377,-0.005892512
1,0.047433902,0.010811407,0.005061463,-0.005957386,-0.003799088,2.36E-04,0.01586151,0.023951363,-1.60E-04,0.031903995,0.000472378,0.048709708,-0.00141935,-0.001885903,-0.001730237
1,0,0,1.69E-04,0.007463225,0.005158984,0.008086899,0.016032786,-0.00762102,0.008429469,0.008141783,-4.36E-06,0.015511064,0.041384405,-0.002141235,-0.001847409
1,-0.047433902,-0.035630271,-0.064024681,-0.044828644,-0.030459223,-0.000345504,-0.012778056,0.028281188,0.028872803,0.045447783,-0.016021639,0.054165446,0.020910953,-0.005516239,-0.00509202
1,0.047430082,0.0172473,0.005273215,0.000686483,0.001664398,2.58E-04,-0.023360397,-0.039690402,-0.047937144,-0.071261937,0.000574415,-0.07134568,0.002688442,0.00345592,0.003122816
3,-0.031618779,0.014944798,0.055161595,0.037020873,0.028794394,0.007881458,0.004228791,-0.020268653,-0.004859406,-0.005553652,0.015119953,-0.005961238,-0.006012416,0.002865463,0.002631423
1,0.047433896,0.006951793,0.006999028,0.001842296,0.001359896,2.40E-04,9.83E-05,-0.016417436,-0.039852174,-0.040234291,0.000482377,-0.064331988,-0.080720581,0.00569296,0.005126024
1,-0.031622596,-0.007027242,-0.0040408,-0.001340347,-0.001019866,-2.45E-04,1.08E-05,0.055837696,0.071657006,0.063352758,-3.12E-04,0.047191115,0.072025867,-0.005554873,-0.005083238
1,-0.126490464,-0.009500405,-0.007339466,-0.004015571,-0.00272613,-0.008347768,0.039461544,0.047124123,0.063534804,0.095948836,-0.001328005,0.128481931,0.070379149,-0.008343521,-0.007571182
1,0.110679165,0.001493613,-0.022964944,-0.01518274,-0.012201149,-0.003843062,-0.010131081,-0.02503197,-0.033582434,-0.032955772,-0.006095486,-0.024789348,-0.016103848,0.00111142,0.001038068
73,0,-0.008076236,0.002666297,-0.001867037,0,0.008183108,-1.16E-04,0.055545445,0.064173135,0.104117941,2.51E-04,0.095589924,0.037787507,-0.006212826,-0.005619105
1,-0.01581295,-0.004743885,-0.004378569,-0.001072433,7.97E-05,-0.000317401,0.000345125,-0.008009828,0.007668024,-0.01616058,-0.000914259,-0.007719215,0.108404788,-0.003590731,-0.003129425
1,-0.015809659,0.010286042,0.028815281,0.019959025,0.014425587,0.004050359,0.002218834,0.001713819,0.0092881,0.008979496,0.007676189,0.008872263,0.000577157,0.000734803,0.000656568
1,0.031622609,-0.031647841,-0.097106255,-0.075944685,-0.057380404,-0.015638813,0.02245171,-0.022588361,-0.029272834,-0.053355751,-0.029518929,-0.043878149,-0.00196348,-0.002537184,-0.002326573
1,-0.01581789,-0.007300567,-0.006785751,-0.001416526,-0.000968444,-0.000649608,-0.000339018,0.015495708,-0.000345226,0.040349366,-0.001282174,0.007120248,-0.050904388,0.001030646,0.00091244
3,4.93E-06,0.028662366,0.077782012,0.057733387,0.043344072,0.019876857,0.006844867,0.005192153,0.004357606,0.011678952,0.02342584,0.00310068,0.002518517,0.00320931,0.002875715
1,1.65E-06,0.013799667,0.028977417,0.020466229,0.015062763,0.004170956,0.002297078,0.001739566,0.001458816,0.001325545,0.007958106,0.001068812,0.000867378,0.001104644,0.000990021
1,0.015811303,0.003513623,-0.001277522,1.65E-04,2.61E-04,0.000529052,-0.008150888,6.89E-05,0.063705516,0.032232179,-0.000471549,-0.000748299,-0.000616543,-0.000792353,-0.000629328
1,0,-0.022853461,-0.056978052,-0.037724142,-0.030079212,-0.008500908,-0.00443745,-0.01924665,-0.082417927,-0.050671189,-0.014669664,-0.008719456,0.016331621,-0.001304734,-0.00128126
1,-0.110681524,-0.040247829,-0.012341361,-0.007574502,-0.004278925,-0.0012995,-0.000652928,-0.023938157,0.007404122,-0.008338993,-0.002578569,-0.008298111,-0.01678339,0.000812332,0.000799376
3,0.126492824,0.066614913,0.073875486,0.045464132,0.034090397,0.01697733,0.00511026,-0.012567875,-0.020160459,-0.036915164,0.018030618,0.002930464,-0.022187527,0.003831039,0.003439075
1,-0.031622603,-0.007027245,-0.003605784,-0.00100389,-0.000672822,-1.56E-04,-9.27E-05,0.008374711,-1.72E-04,0.024338603,-3.10E-04,-0.016714168,0.008138368,-1.32E-04,-1.44E-04
1,0.015811303,0.003513623,-0.001276909,-1.71E-04,0.000600536,0.000487936,-0.015108831,2.13E-04,0.008156757,1.02E-05,-0.000471828,4.36E-06,-0.024776303,0.000859694,0.000866793
1,0.0158113,-0.017325247,-0.05515238,-0.036751011,-0.029776247,-2.28E-04,0.010763002,0.043783704,0.052430684,0.028866611,-0.014395792,0.029408521,-0.003183595,-0.003957932,-0.003684616
1,-0.015814766,-0.005529476,-0.002115358,-0.005786206,-2.96E-04,-0.000333459,-0.007735817,-7.56E-05,-0.015980301,0.040431001,-0.000661647,-0.000425184,0.040940836,-0.001974128,-0.001729314
3,0.031626065,0.029881968,0.062726117,0.042837605,0.030140946,0.008486108,0.03621964,0.03518131,0.002609135,0.010114014,0.015994936,0.066808953,0.017001919,-0.000597791,-0.000558237
1,-0.0316226,-0.007027245,-0.002924161,3.60E-05,6.96E-06,-1.56E-04,-1.20E-06,-0.024054004,0.015951458,-0.00775141,-3.11E-04,1.13E-04,8.57E-05,1.45E-04,1.06E-04
1,0,0,-0.001554358,0.000672914,0.000944319,0.015696705,-6.74E-06,0.063621855,0.087757155,0.127911684,-0.000627579,-0.002407006,0.106126358,-0.006353319,-0.005662479
1,-0.015811303,-0.028603026,-0.058822387,-0.042078845,-0.030752461,-0.008326091,-0.004698866,0.0043653,0.021041546,-0.035393423,-0.014944636,0.087526697,0.02962521,-0.005664164,-0.005158023
1,0.015807837,0.005969653,-0.002366231,-0.000973191,-6.96E-06,0.00745186,0.031168228,0.031300325,0.023468142,0.063827548,-5.09E-05,0.015007057,-0.001381068,-0.001482144,-0.001437726
3,0.015814766,0.026417532,0.059524922,0.043519632,0.029811617,0.008534374,0.020859329,-0.011759198,0.003042386,-0.02923674,0.015926799,0.027366009,0.001593984,0.001975649,0.001762891
1,-0.0158113,-0.003513623,0.003218054,-0.000804053,3.48E-06,-7.78E-05,-0.023745951,-0.063779023,-0.07940237,-0.055598435,-1.56E-04,-0.063647539,-0.039068783,0.004924896,0.004400129
70,0,-0.000811611,-0.002207599,-0.000336457,2.64E-04,2.38E-04,7.49E-05,0.031882159,0.015778943,0.023999977,-0.000631921,0.015824313,-0.000863618,-0.001000118,-0.000852326
1,0,-0.022755086,-0.060841764,-0.037704694,-0.030412016,-0.008499301,-0.020112876,-0.026893407,-0.027071108,-0.042553025,-0.014814806,-0.049995344,-4.43E-05,5.41E-05,8.76E-06
1,-0.142303883,-0.051746867,-0.016741632,-0.009816813,-0.005929328,-0.01663408,-0.000762647,-0.024430859,-0.008054748,-0.008452689,-0.003156918,0.007866785,-0.025307493,0.00078162,0.000699493
